Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
6066161-69.2025.8.05.2967,BA,Não reconhece operação,Golpe,Êxito,Improcedência,7402.06,0.0,1,1,1,1,1,0
5802779-49.2025.8.20.8647,RN,Não reconhece operação,Golpe,Êxito,Extinção,20145.42,0.0,1,1,1,1,1,1
7156297-39.2025.8.05.9397,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18807.94,17867.542999999998,0,1,0,0,1,0
6587209-47.2025.8.07.6603,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15353.37,6755.482800000001,1,1,1,0,1,1
3511843-73.2025.8.11.6559,MT,Não reconhece operação,Genérico,Êxito,Improcedência,8180.7,0.0,1,1,0,1,0,1
6265717-29.2025.8.13.9960,MG,Não reconhece operação,Genérico,Êxito,Extinção,12930.51,0.0,1,1,1,1,0,0
3435806-79.2025.8.14.9956,PA,Não reconhece operação,Golpe,Não Êxito,Procedência,16551.83,13738.018900000001,0,0,0,0,1,1
6750565-93.2025.8.26.9422,SP,Não reconhece operação,Genérico,Êxito,Improcedência,13379.26,0.0,0,1,0,1,1,1
6371455-42.2025.8.03.9253,AP,Não reconhece operação,Genérico,Êxito,Extinção,17452.39,0.0,1,1,1,0,0,1
6071368-41.2025.8.19.9192,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,4774.52,3867.3612000000007,1,1,0,0,0,1
5394675-64.2025.8.06.5951,CE,Não reconhece operação,Golpe,Êxito,Extinção,17543.86,0.0,0,1,1,0,1,1
2853245-75.2025.8.08.3023,ES,Não reconhece operação,Golpe,Êxito,Improcedência,19965.42,0.0,1,0,1,0,1,1
8467778-06.2025.8.16.4193,PR,Não reconhece operação,Genérico,Êxito,Improcedência,18727.0,0.0,1,1,1,0,1,0
9819037-16.2025.8.17.6240,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18200.94,13104.6768,0,1,0,1,1,1
4520642-55.2025.8.25.8956,SE,Não reconhece operação,Golpe,Êxito,Improcedência,15010.96,0.0,1,1,0,0,0,1
2981053-47.2025.8.04.1185,AM,Não reconhece operação,Genérico,Êxito,Improcedência,14525.86,0.0,1,1,1,1,1,1
3094301-16.2025.8.05.7601,BA,Não reconhece operação,Golpe,Êxito,Improcedência,17498.25,0.0,1,1,0,0,1,0
3471212-82.2025.8.03.8074,AP,Não reconhece operação,Genérico,Êxito,Improcedência,17428.78,0.0,0,1,1,1,1,1
6704484-83.2025.8.01.3131,AC,Não reconhece operação,Golpe,Êxito,Improcedência,17201.57,0.0,1,1,1,1,1,1
2110889-45.2025.8.17.0258,PE,Não reconhece operação,Golpe,Êxito,Improcedência,18484.09,0.0,1,1,1,1,1,1
1222068-02.2025.8.03.2566,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,10981.91,10542.6336,0,0,0,0,1,1
6011588-73.2025.8.07.7221,DF,Não reconhece operação,Genérico,Êxito,Improcedência,22095.37,0.0,1,1,1,1,0,1
5383662-23.2025.8.10.7513,MA,Não reconhece operação,Golpe,Êxito,Extinção,15201.58,0.0,1,1,1,1,0,1
2307240-67.2025.8.18.5312,PI,Não reconhece operação,Genérico,Êxito,Extinção,21294.5,0.0,1,1,1,1,1,1
3910628-85.2025.8.07.5725,DF,Não reconhece operação,Golpe,Êxito,Improcedência,13187.03,0.0,1,1,0,1,0,1
3642800-52.2025.8.04.5797,AM,Não reconhece operação,Golpe,Êxito,Improcedência,22048.82,0.0,1,1,1,1,1,1
7433187-84.2025.8.19.1041,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,19495.74,0.0,1,1,0,0,1,0
1435871-57.2025.8.21.4055,RS,Não reconhece operação,Genérico,Êxito,Improcedência,16049.83,0.0,1,1,1,1,1,0
4567950-27.2025.8.05.0052,BA,Não reconhece operação,Genérico,Êxito,Extinção,12513.26,0.0,1,1,1,1,1,1
8681352-23.2025.8.03.6289,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,17885.58,16991.301,0,1,0,1,1,0
7486726-34.2025.8.10.8897,MA,Não reconhece operação,Golpe,Êxito,Improcedência,12892.02,0.0,1,1,1,0,1,1
3558080-70.2025.8.09.7504,GO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17951.36,9693.734400000001,0,1,0,0,1,1
4131171-20.2025.8.20.2780,RN,Não reconhece operação,Golpe,Êxito,Improcedência,5179.92,0.0,1,1,0,0,1,1
5075249-95.2025.8.09.8651,GO,Não reconhece operação,Golpe,Êxito,Improcedência,15126.38,0.0,1,1,0,0,1,1
7268003-62.2025.8.12.1415,MS,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,14552.4,6694.104,1,1,0,1,1,1
2121015-99.2025.8.24.7229,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10683.16,4486.9272,1,1,1,0,1,1
9465270-59.2025.8.14.4764,PA,Não reconhece operação,Genérico,Êxito,Improcedência,11079.32,0.0,1,1,1,1,1,1
5854156-12.2025.8.14.1165,PA,Não reconhece operação,Genérico,Êxito,Improcedência,21353.61,0.0,1,1,0,1,1,0
5288015-99.2025.8.20.9862,RN,Não reconhece operação,Golpe,Êxito,Extinção,2727.12,0.0,1,1,0,1,1,0
7004377-53.2025.8.19.0804,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,27693.88,16616.328,1,0,1,1,0,1
9844227-59.2025.8.12.1977,MS,Não reconhece operação,Golpe,Êxito,Improcedência,14932.59,0.0,1,1,0,1,1,1
5256233-09.2025.8.20.6550,RN,Não reconhece operação,Golpe,Êxito,Improcedência,10276.86,0.0,1,1,1,1,1,1
2653613-17.2025.8.08.9669,ES,Não reconhece operação,Genérico,Êxito,Improcedência,4607.17,0.0,1,1,0,1,0,1
1520597-57.2025.8.19.7585,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,14722.18,0.0,1,1,1,1,1,1
4900693-56.2025.8.03.2042,AP,Não reconhece operação,Genérico,Não Êxito,Procedência,6901.35,6073.188,1,0,1,1,0,1
3043970-54.2025.8.20.4906,RN,Não reconhece operação,Golpe,Êxito,Improcedência,11585.08,0.0,1,1,1,0,0,1
2920090-83.2025.8.20.7499,RN,Não reconhece operação,Golpe,Êxito,Improcedência,10837.27,0.0,1,1,0,1,1,1
9285585-29.2025.8.07.0373,DF,Não reconhece operação,Golpe,Êxito,Improcedência,14725.75,0.0,1,1,1,0,1,0
5098448-21.2025.8.21.1619,RS,Não reconhece operação,Genérico,Êxito,Extinção,11648.87,0.0,1,1,1,1,1,1
3707971-28.2025.8.15.3196,PB,Não reconhece operação,Genérico,Êxito,Improcedência,13200.79,0.0,1,1,0,0,1,1
3847892-39.2025.8.01.0701,AC,Não reconhece operação,Genérico,Êxito,Improcedência,14656.89,0.0,1,1,0,1,1,1
1258839-22.2025.8.25.6375,SE,Não reconhece operação,Golpe,Êxito,Improcedência,17704.24,0.0,0,1,1,1,1,1
9951188-46.2025.8.07.2434,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,11072.11,5757.497200000001,0,1,0,0,1,1
5002553-95.2025.8.15.6074,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,4677.95,4163.3755,0,1,1,1,1,1
5216614-46.2025.8.21.9007,RS,Não reconhece operação,Golpe,Êxito,Improcedência,10282.09,0.0,1,1,0,1,1,0
8719759-68.2025.8.08.6870,ES,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,12192.16,6339.9232,1,1,0,1,0,1
8054586-19.2025.8.16.1311,PR,Não reconhece operação,Genérico,Êxito,Improcedência,14795.96,0.0,1,1,1,1,1,0
4541717-36.2025.8.02.1392,AL,Não reconhece operação,Golpe,Êxito,Improcedência,16267.68,0.0,1,1,0,0,0,1
2208811-05.2025.8.26.5187,SP,Não reconhece operação,Golpe,Êxito,Improcedência,11267.75,0.0,1,1,1,1,1,1
2821318-50.2025.8.27.0541,TO,Não reconhece operação,Golpe,Êxito,Improcedência,16824.15,0.0,0,1,1,1,0,1
4002578-19.2025.8.12.4478,MS,Não reconhece operação,Golpe,Êxito,Improcedência,16597.37,0.0,1,1,1,1,0,1
8175651-71.2025.8.09.3386,GO,Não reconhece operação,Genérico,Êxito,Improcedência,17286.78,0.0,1,1,1,1,1,1
4222888-46.2025.8.08.3772,ES,Não reconhece operação,Golpe,Êxito,Extinção,17007.34,0.0,1,1,1,1,1,1
4738364-25.2025.8.11.3810,MT,Não reconhece operação,Golpe,Êxito,Improcedência,9655.89,0.0,1,1,1,1,1,1
3753523-08.2025.8.05.0369,BA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16623.46,11802.656599999998,0,0,0,1,1,1
1556714-85.2025.8.09.6326,GO,Não reconhece operação,Golpe,Êxito,Extinção,15841.79,0.0,1,1,1,0,1,1
4167273-22.2025.8.06.6036,CE,Não reconhece operação,Genérico,Êxito,Improcedência,21660.97,0.0,1,1,1,1,0,0
7242820-26.2025.8.12.9603,MS,Não reconhece operação,Genérico,Êxito,Extinção,17591.64,0.0,1,1,0,1,1,1
8911731-78.2025.8.20.7880,RN,Não reconhece operação,Golpe,Êxito,Improcedência,14694.92,0.0,1,1,1,1,1,1
3366870-68.2025.8.19.4112,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,9709.14,6602.2152,0,0,1,1,0,1
5164885-69.2025.8.18.7313,PI,Não reconhece operação,Golpe,Êxito,Improcedência,6572.66,0.0,1,1,1,1,1,1
3178384-59.2025.8.10.4085,MA,Não reconhece operação,Golpe,Êxito,Improcedência,13236.63,0.0,1,1,1,1,1,1
5059128-32.2025.8.21.0203,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16744.59,10549.0917,0,0,1,1,1,1
5002785-35.2025.8.02.3835,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13894.86,7920.070199999999,0,0,0,1,0,1
7088943-13.2025.8.07.9794,DF,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,18315.03,12271.0701,1,0,1,0,0,1
9167160-16.2025.8.04.1126,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16417.39,15103.9988,0,0,1,1,0,1
6717418-89.2025.8.22.8238,RO,Não reconhece operação,Golpe,Êxito,Improcedência,13281.23,0.0,1,1,0,1,1,1
6775169-86.2025.8.06.4002,CE,Não reconhece operação,Genérico,Êxito,Improcedência,13183.88,0.0,1,1,0,1,1,1
4147409-12.2025.8.19.2560,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16144.61,10816.888700000001,0,1,0,0,1,1
1760808-90.2025.8.05.4887,BA,Não reconhece operação,Golpe,Êxito,Improcedência,18152.95,0.0,0,1,1,0,1,1
3040506-38.2025.8.06.2898,CE,Não reconhece operação,Genérico,Êxito,Improcedência,12275.28,0.0,1,1,1,1,1,1
7058717-20.2025.8.19.5247,RJ,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,21833.31,9824.989500000001,0,0,0,1,1,1
1250466-01.2025.8.15.2463,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,21589.6,12521.967999999999,0,0,0,0,1,1
5901697-21.2025.8.15.9123,PB,Não reconhece operação,Golpe,Êxito,Extinção,9761.18,0.0,1,1,1,1,1,1
2652423-16.2025.8.26.7574,SP,Não reconhece operação,Golpe,Êxito,Improcedência,20733.47,0.0,1,1,1,1,1,0
9982448-43.2025.8.09.3377,GO,Não reconhece operação,Golpe,Êxito,Improcedência,11602.56,0.0,1,1,1,0,1,0
2890308-58.2025.8.13.7620,MG,Não reconhece operação,Golpe,Não Êxito,Procedência,3694.64,3694.64,1,1,0,1,1,1
1498034-73.2025.8.19.7445,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,9862.45,0.0,1,1,0,0,0,0
9807498-99.2025.8.27.1614,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,14843.9,6085.999,0,1,1,0,1,1
5803009-98.2025.8.22.3205,RO,Não reconhece operação,Golpe,Êxito,Improcedência,16557.02,0.0,1,1,0,1,1,1
7613062-14.2025.8.04.8189,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8742.21,6731.5017,1,0,0,0,1,0
3801257-29.2025.8.04.5727,AM,Não reconhece operação,Golpe,Êxito,Improcedência,12584.4,0.0,1,1,1,1,1,1
4060572-75.2025.8.02.8845,AL,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,10962.13,5042.5797999999995,1,0,1,0,1,1
4521756-56.2025.8.01.0995,AC,Não reconhece operação,Genérico,Êxito,Extinção,19628.52,0.0,1,1,1,1,1,1
8423577-75.2025.8.13.6891,MG,Não reconhece operação,Golpe,Êxito,Improcedência,11255.43,0.0,1,1,1,1,1,1
9248832-34.2025.8.03.1952,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,18764.76,16512.9888,1,0,0,1,1,1
3389515-85.2025.8.19.7004,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,5677.19,0.0,1,1,1,1,1,1
2429698-74.2025.8.02.8263,AL,Não reconhece operação,Golpe,Não Êxito,Procedência,7747.06,6352.5892,0,1,0,1,1,1
7261694-87.2025.8.25.6167,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,13032.3,8080.026,0,1,0,0,1,1
4685605-38.2025.8.15.1145,PB,Não reconhece operação,Genérico,Êxito,Improcedência,16802.49,0.0,1,1,1,0,0,0
1363701-89.2025.8.05.2322,BA,Não reconhece operação,Golpe,Êxito,Improcedência,19388.09,0.0,1,1,1,0,1,0
8127906-98.2025.8.22.6642,RO,Não reconhece operação,Golpe,Êxito,Extinção,9327.8,0.0,1,1,1,1,0,1
1777061-98.2025.8.02.5152,AL,Não reconhece operação,Genérico,Êxito,Improcedência,18245.55,0.0,1,1,1,1,1,1
8402370-56.2025.8.02.1293,AL,Não reconhece operação,Golpe,Êxito,Improcedência,19018.9,0.0,0,1,0,1,1,1
1963806-06.2025.8.14.9862,PA,Não reconhece operação,Golpe,Êxito,Improcedência,7441.73,0.0,1,1,1,1,1,1
5864086-32.2025.8.13.6257,MG,Não reconhece operação,Golpe,Êxito,Improcedência,23829.21,0.0,0,1,1,1,1,1
2480143-34.2025.8.20.1945,RN,Não reconhece operação,Golpe,Êxito,Improcedência,15424.04,0.0,1,1,0,0,0,1
6252293-71.2025.8.26.4821,SP,Não reconhece operação,Golpe,Êxito,Extinção,25370.16,0.0,1,1,1,1,1,1
5675688-01.2025.8.16.0831,PR,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,11479.26,5969.215200000001,0,1,1,1,1,0
9361416-83.2025.8.15.9834,PB,Não reconhece operação,Golpe,Êxito,Extinção,13244.04,0.0,1,1,1,1,0,1
6573897-79.2025.8.24.1376,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,10735.11,8266.0347,0,0,1,1,1,0
5349353-62.2025.8.01.3055,AC,Não reconhece operação,Golpe,Êxito,Improcedência,22909.33,0.0,1,1,0,1,1,0
1998504-36.2025.8.06.3470,CE,Não reconhece operação,Golpe,Êxito,Improcedência,14717.27,0.0,1,1,1,1,1,1
9987545-03.2025.8.08.8379,ES,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,11152.91,4461.164,1,1,1,1,0,1
1118446-27.2025.8.04.5065,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,21530.56,14210.169600000001,0,1,1,1,0,1
6400904-02.2025.8.20.8763,RN,Não reconhece operação,Golpe,Êxito,Improcedência,9000.5,0.0,1,1,1,1,1,1
6984267-10.2025.8.17.0792,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,17216.69,15839.3548,1,1,0,1,0,1
8558998-42.2025.8.16.2376,PR,Não reconhece operação,Golpe,Êxito,Improcedência,14356.97,0.0,1,1,1,0,0,1
6812184-21.2025.8.15.7933,PB,Não reconhece operação,Golpe,Não Êxito,Procedência,6243.11,5868.523399999999,0,1,0,1,1,1
7499186-63.2025.8.14.5867,PA,Não reconhece operação,Golpe,Não Êxito,Acordo,16925.82,6770.328,0,1,1,1,1,0
5147733-23.2025.8.06.0069,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,3157.39,1294.5298999999998,0,1,0,1,1,0
4848608-99.2025.8.19.6552,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,14877.3,0.0,1,1,0,1,1,1
7758903-95.2025.8.12.8195,MS,Não reconhece operação,Golpe,Êxito,Extinção,7481.26,0.0,1,1,0,0,1,1
2527302-96.2025.8.26.3251,SP,Não reconhece operação,Golpe,Êxito,Improcedência,23912.46,0.0,1,1,0,1,1,1
2687966-56.2025.8.17.4919,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,19739.7,16186.554,1,0,1,1,0,1
2961913-68.2025.8.26.5528,SP,Não reconhece operação,Golpe,Êxito,Improcedência,8763.62,0.0,1,1,1,1,1,1
7740261-48.2025.8.26.2758,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,25994.07,11437.3908,0,0,0,0,1,0
4860288-84.2025.8.26.2009,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8323.35,6242.512500000001,0,1,1,0,1,1
3062450-87.2025.8.26.9690,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8191.69,6799.1026999999995,1,0,1,1,1,1
6234491-12.2025.8.06.0002,CE,Não reconhece operação,Golpe,Não Êxito,Procedência,17560.88,15804.792000000001,0,0,1,0,1,1
5999135-84.2025.8.19.1032,RJ,Não reconhece operação,Golpe,Êxito,Extinção,11368.15,0.0,1,1,1,0,1,0
9439561-80.2025.8.15.9221,PB,Não reconhece operação,Golpe,Êxito,Improcedência,22510.07,0.0,1,1,1,1,1,1
7415322-20.2025.8.25.4326,SE,Não reconhece operação,Golpe,Êxito,Extinção,14136.89,0.0,1,1,1,0,1,1
1574793-59.2025.8.04.0351,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,22809.06,22580.9694,0,1,0,0,1,1
2052182-67.2025.8.04.4596,AM,Não reconhece operação,Golpe,Êxito,Improcedência,7993.24,0.0,1,1,0,1,1,1
7817597-09.2025.8.22.9206,RO,Não reconhece operação,Golpe,Êxito,Extinção,11863.81,0.0,1,1,1,0,1,1
3400998-24.2025.8.19.7154,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,8613.0,0.0,1,1,1,0,1,1
8173156-61.2025.8.21.5270,RS,Não reconhece operação,Golpe,Êxito,Extinção,19579.13,0.0,1,1,1,0,1,1
5809286-72.2025.8.20.4437,RN,Não reconhece operação,Golpe,Êxito,Improcedência,6121.81,0.0,1,1,1,0,1,1
4070736-83.2025.8.08.8336,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15790.73,6632.106599999999,0,0,0,1,1,1
7084440-91.2025.8.12.4002,MS,Não reconhece operação,Golpe,Êxito,Extinção,13078.29,0.0,1,1,0,0,1,1
2896169-99.2025.8.25.0915,SE,Não reconhece operação,Golpe,Êxito,Improcedência,15760.07,0.0,1,1,1,0,1,0
6565823-94.2025.8.01.5026,AC,Não reconhece operação,Golpe,Êxito,Improcedência,17937.47,0.0,1,1,1,1,1,0
9486761-12.2025.8.08.4037,ES,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,14344.86,7889.673000000001,0,1,1,1,1,1
8018700-54.2025.8.26.2346,SP,Não reconhece operação,Golpe,Êxito,Improcedência,13939.83,0.0,1,1,1,0,1,1
8922729-88.2025.8.07.2789,DF,Não reconhece operação,Golpe,Êxito,Improcedência,25183.27,0.0,1,1,1,0,1,1
3974951-73.2025.8.21.7901,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,12061.25,11699.4125,1,1,0,1,1,1
7642461-94.2025.8.05.9191,BA,Não reconhece operação,Genérico,Êxito,Improcedência,16532.95,0.0,1,1,1,0,1,1
3806617-28.2025.8.04.1419,AM,Não reconhece operação,Genérico,Não Êxito,Procedência,13879.57,11936.430199999999,0,1,0,0,1,1
9138496-68.2025.8.01.0114,AC,Não reconhece operação,Golpe,Êxito,Improcedência,24067.79,0.0,1,1,1,1,1,0
5440260-54.2025.8.11.0215,MT,Não reconhece operação,Golpe,Êxito,Extinção,7930.82,0.0,1,1,1,1,1,1
1094740-80.2025.8.09.8417,GO,Não reconhece operação,Genérico,Êxito,Improcedência,16408.31,0.0,1,1,0,1,0,1
7942680-17.2025.8.21.3568,RS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15627.14,10001.3696,0,0,0,1,1,1
9422873-95.2025.8.02.2742,AL,Não reconhece operação,Golpe,Êxito,Improcedência,9559.96,0.0,1,1,1,1,1,1
4126663-67.2025.8.01.3492,AC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,8269.93,3556.0699,0,0,1,1,0,0
7313895-72.2025.8.19.8429,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,19760.84,12251.7208,0,1,1,0,0,1
7996063-02.2025.8.25.8344,SE,Não reconhece operação,Genérico,Êxito,Improcedência,15442.59,0.0,1,1,0,1,0,1
7056591-37.2025.8.14.7890,PA,Não reconhece operação,Golpe,Êxito,Extinção,15082.16,0.0,1,1,1,1,1,1
3827845-70.2025.8.09.1239,GO,Não reconhece operação,Golpe,Êxito,Improcedência,24257.45,0.0,1,1,0,1,1,1
3273739-77.2025.8.08.4449,ES,Não reconhece operação,Golpe,Não Êxito,Procedência,15151.64,13181.9268,1,0,0,1,1,1
3690674-87.2025.8.21.9684,RS,Não reconhece operação,Golpe,Êxito,Improcedência,10450.95,0.0,1,1,0,0,1,1
9337623-34.2025.8.06.1988,CE,Não reconhece operação,Genérico,Êxito,Extinção,17847.92,0.0,1,1,1,1,0,1
7221934-19.2025.8.03.1835,AP,Não reconhece operação,Golpe,Êxito,Improcedência,10851.18,0.0,1,1,1,1,1,1
4113953-37.2025.8.10.8668,MA,Não reconhece operação,Golpe,Êxito,Improcedência,14119.62,0.0,1,1,1,1,1,1
7483223-73.2025.8.01.1917,AC,Não reconhece operação,Golpe,Êxito,Extinção,15288.22,0.0,1,1,0,1,1,1
1977042-18.2025.8.03.3305,AP,Não reconhece operação,Golpe,Êxito,Extinção,11192.03,0.0,1,1,1,0,1,0
6107093-86.2025.8.19.5535,RJ,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17407.75,13229.89,1,1,0,1,1,1
8975085-19.2025.8.01.3005,AC,Não reconhece operação,Golpe,Êxito,Extinção,11729.76,0.0,0,1,0,1,0,1
1600850-66.2025.8.26.2941,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,18407.25,17118.7425,0,0,0,1,1,1
6381884-74.2025.8.27.7411,TO,Não reconhece operação,Golpe,Êxito,Improcedência,14674.55,0.0,1,1,0,1,1,0
3511426-88.2025.8.20.1563,RN,Não reconhece operação,Golpe,Êxito,Extinção,21834.2,0.0,1,1,0,1,0,0
6939455-02.2025.8.06.2274,CE,Não reconhece operação,Genérico,Êxito,Improcedência,19070.07,0.0,1,1,1,1,1,1
2341519-55.2025.8.25.7393,SE,Não reconhece operação,Golpe,Êxito,Extinção,23332.37,0.0,1,1,1,0,1,1
7203070-84.2025.8.13.2931,MG,Não reconhece operação,Genérico,Êxito,Improcedência,8694.08,0.0,1,1,1,0,1,1
6371903-32.2025.8.02.6052,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,24955.82,17469.073999999997,0,0,1,1,1,0
8557429-02.2025.8.18.4556,PI,Não reconhece operação,Genérico,Êxito,Extinção,21174.11,0.0,0,1,0,1,0,1
3782253-77.2025.8.19.4834,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,19591.7,0.0,1,1,1,1,1,1
4719539-42.2025.8.07.1341,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,17957.67,15084.442799999997,0,1,1,1,0,1
4699179-43.2025.8.24.1318,SC,Não reconhece operação,Golpe,Êxito,Improcedência,8862.93,0.0,1,1,1,1,1,1
1944515-17.2025.8.26.6614,SP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,17490.55,6996.22,0,0,1,1,1,0
3185698-25.2025.8.17.2983,PE,Não reconhece operação,Golpe,Êxito,Improcedência,18670.55,0.0,1,1,1,0,1,1
2289031-10.2025.8.25.8545,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,16378.78,9499.6924,0,1,0,1,1,0
3773558-27.2025.8.19.3653,RJ,Não reconhece operação,Golpe,Êxito,Extinção,6225.52,0.0,1,1,1,1,0,1
5557202-64.2025.8.25.7055,SE,Não reconhece operação,Golpe,Êxito,Improcedência,18130.06,0.0,1,1,1,1,1,0
2841463-14.2025.8.13.0499,MG,Não reconhece operação,Golpe,Êxito,Extinção,17992.1,0.0,1,1,1,1,1,1
4178124-09.2025.8.14.4128,PA,Não reconhece operação,Golpe,Êxito,Improcedência,12163.56,0.0,1,1,0,1,1,1
5436741-47.2025.8.09.7042,GO,Não reconhece operação,Genérico,Não Êxito,Acordo,6792.32,2173.5424,0,0,0,0,1,1
5870120-62.2025.8.12.6034,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,13145.77,11305.3622,0,1,1,1,1,0
6149410-39.2025.8.08.9866,ES,Não reconhece operação,Golpe,Êxito,Improcedência,22382.74,0.0,1,1,0,0,0,1
5025775-94.2025.8.13.1931,MG,Não reconhece operação,Golpe,Êxito,Extinção,16969.17,0.0,1,1,1,1,0,1
4586803-12.2025.8.17.5825,PE,Não reconhece operação,Golpe,Êxito,Extinção,6954.98,0.0,1,1,1,0,1,1
5809728-69.2025.8.02.8982,AL,Não reconhece operação,Genérico,Êxito,Improcedência,7791.71,0.0,1,1,1,1,1,1
9429910-46.2025.8.22.8692,RO,Não reconhece operação,Golpe,Êxito,Improcedência,13312.73,0.0,1,1,0,0,1,1
2259857-88.2025.8.14.5752,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,15566.31,6849.176399999999,0,0,1,1,1,0
8369966-12.2025.8.20.7153,RN,Não reconhece operação,Golpe,Êxito,Improcedência,21823.45,0.0,1,1,1,1,1,0
8245047-88.2025.8.12.4471,MS,Não reconhece operação,Genérico,Êxito,Improcedência,14336.79,0.0,1,1,0,0,1,1
1353829-66.2025.8.15.6259,PB,Não reconhece operação,Genérico,Não Êxito,Procedência,11032.89,9598.6143,0,0,1,1,0,1
4916774-75.2025.8.05.6631,BA,Não reconhece operação,Genérico,Êxito,Improcedência,1000.0,0.0,1,1,1,0,0,1
1211301-04.2025.8.10.0937,MA,Não reconhece operação,Golpe,Êxito,Extinção,16624.7,0.0,1,1,1,1,1,1
7265164-22.2025.8.16.5279,PR,Não reconhece operação,Golpe,Êxito,Extinção,22018.68,0.0,1,1,0,1,1,0
8140243-73.2025.8.04.4588,AM,Não reconhece operação,Golpe,Êxito,Improcedência,7528.77,0.0,1,1,1,1,0,1
7622087-75.2025.8.02.1231,AL,Não reconhece operação,Genérico,Êxito,Improcedência,21684.27,0.0,1,1,1,1,1,1
9869619-47.2025.8.02.8291,AL,Não reconhece operação,Genérico,Êxito,Improcedência,20877.3,0.0,0,1,1,0,1,1
9886389-81.2025.8.12.2472,MS,Não reconhece operação,Golpe,Não Êxito,Procedência,25496.05,22181.5635,0,1,0,0,1,1
8038685-59.2025.8.19.2795,RJ,Não reconhece operação,Golpe,Êxito,Extinção,4244.05,0.0,1,1,0,1,0,1
6975885-45.2025.8.20.1642,RN,Não reconhece operação,Golpe,Êxito,Extinção,15460.26,0.0,1,1,1,1,1,1
5238194-86.2025.8.03.4489,AP,Não reconhece operação,Genérico,Êxito,Improcedência,20695.83,0.0,1,1,1,0,1,1
2061684-63.2025.8.15.8010,PB,Não reconhece operação,Golpe,Êxito,Extinção,14224.82,0.0,1,1,1,0,1,0
